2.310657650232315063e-01	-6.699710339307785034e-02	-1.426243931055068970e-01	-5.485058948397636414e-02	-1.116928383708000183e-01	4.775980487465858459e-02	5.985438451170921326e-02	6.074767559766769409e-02	-9.019282460212707520e-02	6.400575041770935059e-01	-1.628121882677078247e-01	1.748834848403930664e-01	-1.098901033401489258e-01	3.662009909749031067e-02	-9.397755563259124756e-02	2.284589223563671112e-02
-1.669165343046188354e-01	-1.371064782142639160e-01	8.325144052505493164e-01	1.563595771789550781e+00	8.362850546836853027e-01	-3.086219541728496552e-02	-1.244334727525711060e-01	2.161951214075088501e-01	1.739078164100646973e-01	-1.674999296665191650e-01	6.292518377304077148e-01	1.532801091670989990e-01	-1.549551784992218018e-01	-1.796529255807399750e-02	9.180158376693725586e-02	1.056042164564132690e-01
-3.784147277474403381e-02	2.925995886325836182e-01	1.726537346839904785e-01	2.947717666625976562e+00	4.136530399322509766e+00	-1.565974354743957520e-01	-1.448195576667785645e-01	6.562972664833068848e-01	5.247685432434082031e+00	-6.473001092672348022e-03	4.303236484527587891e+00	-1.119709108024835587e-03	-1.677296906709671021e-01	-1.583399027585983276e-01	1.659003496170043945e+00	-1.672899872064590454e-01
6.994463503360748291e-02	-3.851351514458656311e-02	4.589810967445373535e-02	2.538295984268188477e-01	1.034940034151077271e-01	-1.911226287484169006e-02	-8.032148331403732300e-02	3.501106798648834229e-02	-4.939943179488182068e-02	1.819321811199188232e-01	-8.676422387361526489e-02	1.214922741055488586e-01	-1.141375675797462463e-01	-1.752456091344356537e-02	4.569225758314132690e-02	8.887103945016860962e-02
4.146596193313598633e-01	-1.541547030210494995e-01	-1.592506915330886841e-01	-1.699244678020477295e-01	-1.689877212047576904e-01	1.889677345752716064e-02	4.657479524612426758e-01	-1.598912328481674194e-01	-1.520387530326843262e-01	8.858134746551513672e-01	-1.670352667570114136e-01	3.924081474542617798e-02	-1.373042166233062744e-01	5.602194666862487793e-01	-1.677682995796203613e-01	-9.627121686935424805e-02
-9.821254061535000801e-04	1.137996435165405273e+00	-2.539738453924655914e-02	-1.300588250160217285e-01	-1.657984852790832520e-01	-1.637235283851623535e-01	1.012182682752609253e-01	-1.684855669736862183e-01	-2.949685975909233093e-02	-6.071763578802347183e-03	-1.467167437076568604e-01	-1.488415002822875977e-01	2.563464641571044922e-01	1.034879833459854126e-01	9.632145166397094727e-01	-1.674357056617736816e-01
1.034264862537384033e-01	5.722237229347229004e-01	-1.140537410974502563e-01	-1.538085937500000000e-01	-1.562837362289428711e-01	-1.694397628307342529e-01	9.510639309883117676e-02	-1.682647019624710083e-01	-6.515651941299438477e-02	7.046487927436828613e-02	-1.492753773927688599e-01	-1.452586650848388672e-01	1.547480225563049316e-01	2.232798039913177490e-01	4.362999200820922852e-01	-1.340985000133514404e-01
-1.487137866206467152e-03	-2.777407504618167877e-02	1.594937920570373535e+00	4.326997756958007812e+00	4.455639362335205078e+00	-1.601349413394927979e-01	-1.685951352119445801e-01	5.864319801330566406e-01	5.159757137298583984e+00	-1.699128733889665455e-05	5.521206378936767578e+00	-4.239086061716079712e-03	-1.698358207941055298e-01	-1.483857631683349609e-01	8.999134302139282227e-01	-7.894873619079589844e-02
3.584023416042327881e-01	3.432781100273132324e-01	-1.564463376998901367e-01	-1.589882522821426392e-01	-1.691629141569137573e-01	-1.572196632623672485e-01	2.297940701246261597e-01	-1.640552431344985962e-01	-8.633776754140853882e-02	4.295192360877990723e-01	-1.408450752496719360e-01	-9.608917683362960815e-02	8.308742195367813110e-02	2.305927276611328125e-01	1.143921911716461182e-01	-7.850295305252075195e-02
-1.050060167908668518e-01	-6.636536866426467896e-02	5.526186227798461914e-01	1.265330553054809570e+00	3.411409556865692139e-01	-2.311596460640430450e-02	-4.460075497627258301e-02	9.582651406526565552e-02	2.218832224607467651e-01	-1.620189100503921509e-01	5.675231814384460449e-01	3.860418498516082764e-02	-4.645567014813423157e-02	5.289080552756786346e-03	-3.464039787650108337e-02	-9.891291148960590363e-03
3.681671917438507080e-01	3.509128987789154053e-01	-8.440682291984558105e-02	-1.630394458770751953e-01	-1.560819298028945923e-01	-1.445444375276565552e-01	2.903948426246643066e-01	-1.681785583496093750e-01	-1.211759522557258606e-01	3.168788552284240723e-01	-1.538896262645721436e-01	-6.992929428815841675e-02	6.822077929973602295e-02	4.190725982189178467e-01	5.886117741465568542e-02	-9.311492741107940674e-02
2.256885766983032227e-01	-9.436394274234771729e-02	-1.011422052979469299e-01	-5.008884891867637634e-02	-1.187982633709907532e-01	7.989070564508438110e-02	4.464118182659149170e-02	-1.010434404015541077e-01	-1.310750842094421387e-01	5.744780302047729492e-01	-1.656145006418228149e-01	2.101671099662780762e-01	-1.271604150533676147e-01	1.648740917444229126e-01	-9.861563891172409058e-02	1.821555942296981812e-02
2.783081531524658203e-01	7.543147355318069458e-02	-1.623181700706481934e-01	-1.555710434913635254e-01	-1.695948541164398193e-01	-1.135685741901397705e-01	3.716198205947875977e-01	-1.447674334049224854e-01	-1.362460106611251831e-01	6.521993279457092285e-01	-1.594207584857940674e-01	-7.693464308977127075e-02	-1.197228729724884033e-01	2.249537706375122070e-01	-1.039066463708877563e-01	-1.122058406472206116e-01
-5.002446100115776062e-02	1.047547683119773865e-01	-5.766276735812425613e-04	3.138018548488616943e-01	7.585337162017822266e-01	-1.327067613601684570e-01	-1.212677285075187683e-01	2.997408211231231689e-01	5.069469809532165527e-01	4.431939497590065002e-02	1.335916519165039062e-01	-1.437952816486358643e-01	-1.594799458980560303e-01	-1.508009582757949829e-01	5.240743756294250488e-01	1.143990159034729004e-01
3.178360164165496826e-01	-6.207524985074996948e-02	-1.559433788061141968e-01	-1.108731031417846680e-01	-1.521068811416625977e-01	8.957315981388092041e-02	1.030000373721122742e-01	-1.295157223939895630e-01	-1.454076170921325684e-01	7.781788706779479980e-01	-1.699694991111755371e-01	3.276678621768951416e-01	-1.505319327116012573e-01	1.576121747493743896e-01	-1.122930794954299927e-01	2.819867059588432312e-02
1.835592687129974365e-01	7.891935706138610840e-01	-4.538436233997344971e-02	-1.240876689553260803e-01	-1.599232703447341919e-01	-1.699397414922714233e-01	2.550385594367980957e-01	-1.697210669517517090e-01	-5.844635516405105591e-02	3.483447432518005371e-01	-1.377850919961929321e-01	-1.607113927602767944e-01	1.145948320627212524e-01	2.526383399963378906e-01	5.093855857849121094e-01	-1.432928442955017090e-01
4.055568277835845947e-01	-9.333426505327224731e-02	-1.616959869861602783e-01	-1.615857332944869995e-01	-1.672444343566894531e-01	4.601569473743438721e-02	3.421596288681030273e-01	-1.572061032056808472e-01	-1.585370153188705444e-01	7.010428309440612793e-01	-1.697950810194015503e-01	2.723256945610046387e-01	-1.217247620224952698e-01	3.651234507560729980e-01	-1.512175351381301880e-01	-3.904790058732032776e-02
